Date,Store,Dept,Weekly_Sales
2012-11-02,1,74,9817.211899999997
2012-11-02,1,79,42205.104599999984
2012-11-02,1,80,19218.20809999999
2012-11-02,1,81,31069.365099999988
2012-11-02,1,82,20234.8632
2012-11-02,1,83,5627.643799999999
2012-11-02,1,85,3127.2300000000005
2012-11-02,1,87,59893.97339999992
2012-11-02,1,90,90670.85230000003
2012-11-02,1,91,63684.91959999995
2012-11-02,1,92,100000.0
2012-11-02,1,93,76630.72739999997
2012-11-02,1,94,61757.57839999998
2012-11-02,1,95,100000.0
2012-11-02,1,96,32604.449699999983
2012-11-02,1,97,34260.47079999998
2012-11-02,1,98,13159.625799999996
2012-11-02,1,99,180.39249999999996
2012-11-09,1,1,21009.29589999999
2012-11-09,1,2,47948.39440000001
2012-11-09,1,3,10929.871000000001
2012-11-09,1,4,37995.75640000002
2012-11-09,1,5,38653.342300000004
2012-11-09,1,6,3600.614
2012-11-09,1,7,25383.869000000013
2012-11-09,1,8,37300.3519
2012-11-09,1,9,34748.216299999964
2012-11-09,1,10,32746.426899999995
2012-11-09,1,11,23468.6571
2012-11-09,1,12,10282.288300000007
2012-11-09,1,13,40817.5034
2012-11-09,1,14,17619.039200000007
2012-11-09,1,16,6509.709999999996
2012-11-09,1,17,8678.797700000001
2012-11-09,1,18,12083.540700000001
2012-11-09,1,19,983.1858000000007
2012-11-09,1,20,3469.9262000000012
2012-11-09,1,21,8441.1977
2012-11-09,1,22,8083.869700000006
2012-11-09,1,23,21631.571300000014
2012-11-09,1,24,6412.389899999996
2012-11-09,1,25,10144.901399999992
2012-11-09,1,26,7563.290900000004
2012-11-09,1,27,1772.135400000001
2012-11-09,1,28,724.3937999999999
2012-11-09,1,29,4574.782300000001
2012-11-09,1,30,2477.6957999999995
2012-11-09,1,31,1699.3009999999983
2012-11-09,1,32,6308.764499999999
2012-11-09,1,33,6270.973299999995
2012-11-09,1,34,11380.123
2012-11-09,1,35,2450.773099999999
2012-11-09,1,36,1477.7700000000007
2012-11-09,1,37,2983.7911
2012-11-09,1,38,80533.25140000001
2012-11-09,1,40,60744.432700000005
2012-11-09,1,41,1133.7188
2012-11-09,1,42,8324.101099999994
2012-11-09,1,44,5975.510899999994
2012-11-09,1,46,18319.137399999985
2012-11-09,1,48,2127.56
2012-11-09,1,49,9905.715199999997
2012-11-09,1,52,2049.3315000000002
2012-11-09,1,55,25369.62160000001
2012-11-09,1,56,1285.9958000000004
2012-11-09,1,58,3705.8390999999997
2012-11-09,1,59,735.7353000000007
2012-11-09,1,60,1146.0659999999996
2012-11-09,1,67,6244.463599999999
2012-11-09,1,71,2436.9838999999997
2012-11-09,1,72,46636.55839999999
2012-11-09,1,74,9795.450899999998
2012-11-09,1,79,40642.2573
2012-11-09,1,80,19292.542399999988
2012-11-09,1,81,31191.45499999998
2012-11-09,1,82,20165.192000000003
2012-11-09,1,83,6216.291099999999
2012-11-09,1,85,2988.2802000000015
2012-11-09,1,87,55657.00049999996
2012-11-09,1,90,92700.39860000001
2012-11-09,1,91,72899.98950000003
2012-11-09,1,92,100000.0
2012-11-09,1,93,82397.188
2012-11-09,1,94,61996.73859999998
2012-11-09,1,95,100000.0
2012-11-09,1,96,33109.661399999975
2012-11-09,1,97,36651.957899999994
2012-11-09,1,98,13428.122600000008
2012-11-09,1,99,79.12460000000004
2012-11-16,1,1,19953.03180000002
2012-11-16,1,2,45085.529499999975
2012-11-16,1,3,10810.855699999998
2012-11-16,1,4,38333.03230000002
2012-11-16,1,5,28612.779700000017
2012-11-16,1,6,3456.7851000000014
2012-11-16,1,7,26482.77200000002
2012-11-16,1,8,36003.51340000001
2012-11-16,1,9,33963.82599999998
2012-11-16,1,10,32274.41029999999
2012-11-16,1,11,26809.97140000002
2012-11-16,1,12,8852.391199999998
2012-11-16,1,13,37905.334500000004
2012-11-16,1,14,17270.618299999995
2012-11-16,1,16,5651.003
2012-11-16,1,17,9410.047999999999
2012-11-16,1,18,13183.087199999994
2012-11-16,1,19,1042.0606999999995
2012-11-16,1,20,3386.112900000002
2012-11-16,1,21,8316.144800000002
2012-11-16,1,22,7405.365500000002
2012-11-16,1,23,23343.346799999996
2012-11-16,1,24,6632.797499999997
2012-11-16,1,25,10558.750900000001
2012-11-16,1,26,7334.993200000002
2012-11-16,1,27,1864.2396000000015
2012-11-16,1,28,746.2436
2012-11-16,1,29,5708.915599999998
2012-11-16,1,30,2289.3974000000007
2012-11-16,1,31,1597.461899999999
2012-11-16,1,32,6134.216699999997
2012-11-16,1,33,6196.709599999998
2012-11-16,1,34,12574.612599999999
2012-11-16,1,35,2591.8312999999985
2012-11-16,1,36,2140.4062999999996
2012-11-16,1,37,2689.5002000000013
2012-11-16,1,38,78303.1591
2012-11-16,1,40,59773.38710000003
2012-11-16,1,41,1228.5419000000004
2012-11-16,1,42,7600.025300000001
2012-11-16,1,44,6125.943499999999
2012-11-16,1,46,17820.59619999999
2012-11-16,1,48,2366.6498
2012-11-16,1,49,9860.453399999991
2012-11-16,1,52,1997.5644999999995
2012-11-16,1,54,33.85540000000006
2012-11-16,1,55,20297.680600000007
2012-11-16,1,56,1118.9760000000003
2012-11-16,1,58,3751.9296999999997
2012-11-16,1,59,778.4974000000007
2012-11-16,1,60,852.436
2012-11-16,1,67,7094.803800000002
2012-11-16,1,71,2587.2622999999994
2012-11-16,1,72,44606.720899999986
2012-11-16,1,74,9834.912999999999
2012-11-16,1,79,32413.362100000024
2012-11-16,1,80,19186.136399999996
2012-11-16,1,81,30696.005099999995
2012-11-16,1,82,20461.726099999985
2012-11-16,1,83,5780.5452000000005
2012-11-16,1,85,3086.554199999999
2012-11-16,1,87,48214.78749999997
2012-11-16,1,90,94070.51960000009
2012-11-16,1,91,68817.2872
2012-11-16,1,92,100000.0
2012-11-16,1,93,82977.95879999995
2012-11-16,1,94,60900.30359999998
2012-11-16,1,95,100000.0
2012-11-16,1,96,31492.267599999977
2012-11-16,1,97,36748.7903
2012-11-16,1,98,15090.01790000001
2012-11-23,1,1,21640.99070000001
2012-11-23,1,2,48225.38059999997
2012-11-23,1,3,9972.950700000009
2012-11-23,1,4,43951.81480000002
2012-11-23,1,5,68912.11190000002
2012-11-23,1,6,20328.561500000007
2012-11-23,1,7,78697.63729999994
2012-11-23,1,8,36765.32120000002
2012-11-23,1,9,39670.1723
2012-11-23,1,10,31564.46439999997
2012-11-23,1,11,28352.991900000008
2012-11-23,1,12,9325.783199999998
2012-11-23,1,13,37302.02009999999
2012-11-23,1,14,49830.73140000002
2012-11-23,1,16,7770.870900000002
2012-11-23,1,17,11697.4393
2012-11-23,1,18,25661.696999999993
2012-11-23,1,19,1099.1492999999991
2012-11-23,1,20,5287.790900000004
2012-11-23,1,21,10030.5848
2012-11-23,1,22,16941.330200000015
2012-11-23,1,23,32964.22760000001
2012-11-23,1,24,13551.631299999994
2012-11-23,1,25,12094.78319999999
2012-11-23,1,26,9508.337100000002
2012-11-23,1,27,1963.5605000000023
2012-11-23,1,28,849.0528999999999
2012-11-23,1,29,5977.736000000002
2012-11-23,1,30,2684.994199999999
2012-11-23,1,31,1575.4466999999997
2012-11-23,1,32,9183.319200000002
2012-11-23,1,33,10366.266399999986
2012-11-23,1,34,14190.239700000007
2012-11-23,1,35,3005.1465999999987
2012-11-23,1,36,2563.531800000001
2012-11-23,1,37,2672.0730000000017
2012-11-23,1,38,63727.18980000003
2012-11-23,1,40,59422.82679999998
2012-11-23,1,41,2535.167500000002
2012-11-23,1,42,7583.271400000001
2012-11-23,1,44,7363.945599999998
2012-11-23,1,46,18833.027300000012
2012-11-23,1,48,3445.8202
2012-11-23,1,49,9319.129099999998
2012-11-23,1,52,3336.666199999999
2012-11-23,1,54,43.963800000000035
2012-11-23,1,55,41726.5546
2012-11-23,1,56,1503.691699999999
2012-11-23,1,58,4305.16
2012-11-23,1,59,1415.6847999999989
2012-11-23,1,60,895.9300000000004
2012-11-23,1,67,6702.2399
2012-11-23,1,71,4810.136399999999
2012-11-23,1,72,96879.5856
2012-11-23,1,74,18404.662499999988
2012-11-23,1,79,32296.784499999998
2012-11-23,1,80,18698.71820000001
2012-11-23,1,81,30401.7356
2012-11-23,1,82,21417.129700000005
2012-11-23,1,83,5162.429799999997
2012-11-23,1,85,3635.596499999999
2012-11-23,1,87,47864.336899999995
2012-11-23,1,90,93436.4126
2012-11-23,1,91,61517.33759999999
2012-11-23,1,92,100000.0
2012-11-23,1,93,83022.34009999999
2012-11-23,1,94,69271.90610000004
2012-11-23,1,95,99936.7695
2012-11-23,1,96,39297.887700000014
2012-11-23,1,97,34339.86290000002
2012-11-23,1,98,20029.387500000008
2012-11-23,1,99,3079.8502000000003
2012-11-30,1,1,37094.053
2012-11-30,1,2,48072.62809999998
2012-11-30,1,3,10047.884
2012-11-30,1,4,42916.56210000002
2012-11-30,1,5,44909.9497
2012-11-30,1,6,8360.179199999999
2012-11-30,1,7,52753.84349999996
2012-11-30,1,8,36946.6794
2012-11-30,1,9,38759.002600000014
2012-11-30,1,10,30042.21089999998
2012-11-30,1,11,26960.704400000013
2012-11-30,1,12,7939.5351999999975
2012-11-30,1,13,36573.04929999999
2012-11-30,1,14,36889.37870000002
2012-11-30,1,16,7152.752799999998
2012-11-30,1,17,10589.244100000004
2012-11-30,1,18,25374.720400000002
2012-11-30,1,19,1125.1106999999995
2012-11-30,1,20,4395.340300000002
2012-11-30,1,21,8670.152799999994
2012-11-30,1,22,11278.576999999996
2012-11-30,1,23,30436.9851
2012-11-30,1,24,9413.502399999998
2012-11-30,1,25,11439.603299999995
2012-11-30,1,26,6824.675
2012-11-30,1,27,1846.9592000000016
2012-11-30,1,28,847.5542000000003
2012-11-30,1,29,5619.481299999999
2012-11-30,1,30,2597.8879999999995
2012-11-30,1,31,1600.7637999999993
2012-11-30,1,32,7420.603300000002
2012-11-30,1,33,7333.591999999997
2012-11-30,1,34,13300.846000000005
2012-11-30,1,35,2843.165099999999
2012-11-30,1,36,2213.0767000000005
2012-11-30,1,37,2467.8405999999995
2012-11-30,1,38,69720.9735
2012-11-30,1,40,59157.5545
2012-11-30,1,41,2173.6081000000013
2012-11-30,1,42,7353.169499999998
2012-11-30,1,44,6621.713399999997
2012-11-30,1,45,28.403999999999993
2012-11-30,1,46,17581.902099999996
2012-11-30,1,48,2994.5032999999994
2012-11-30,1,49,9334.3403
2012-11-30,1,52,2638.875100000001
2012-11-30,1,54,47.34900000000004
2012-11-30,1,55,28870.06790000002
2012-11-30,1,56,1055.5623
2012-11-30,1,58,4179.05
2012-11-30,1,59,1856.592399999999
2012-11-30,1,60,950.7360000000001
2012-11-30,1,67,7043.617800000002
2012-11-30,1,71,3259.1801000000005
2012-11-30,1,72,54083.61440000002
2012-11-30,1,74,11042.861400000002
2012-11-30,1,79,30479.830800000018
2012-11-30,1,80,18265.319100000008
2012-11-30,1,81,29559.295700000002
2012-11-30,1,82,20181.381800000014
2012-11-30,1,83,5018.325899999995
2012-11-30,1,85,3763.4970000000003
2012-11-30,1,87,47982.3678
2012-11-30,1,90,87593.84590000006
2012-11-30,1,91,58462.40119999999
2012-11-30,1,92,100000.0
2012-11-30,1,93,75592.86420000003
2012-11-30,1,94,68367.21639999999
2012-11-30,1,95,99787.9949
2012-11-30,1,96,36361.01639999999
2012-11-30,1,97,33015.045800000036
2012-11-30,1,98,16799.250200000006
2012-11-30,1,99,2958.2001
2012-12-07,1,1,48321.69089999998
2012-12-07,1,2,49085.6104
2012-12-07,1,3,13566.532400000004
2012-12-07,1,4,39790.4251
2012-12-07,1,5,51674.78069999998
2012-12-07,1,6,9552.9757
2012-12-07,1,7,62549.73769999998
2012-12-07,1,8,51345.380099999995
2012-12-07,1,9,37454.99989999998
2012-12-07,1,10,31499.133699999988
2012-12-07,1,11,30977.956100000007
2012-12-07,1,12,10854.7167
2012-12-07,1,13,40976.37739999999
2012-12-07,1,14,42262.27270000006
2012-12-07,1,16,8803.475600000002
2012-12-07,1,17,19812.3266
2012-12-07,1,18,73715.1094
2012-12-07,1,19,1340.9110999999998
2012-12-07,1,20,4756.086400000001
2012-12-07,1,21,10069.467699999997
2012-12-07,1,22,10353.0965
2012-12-07,1,23,42870.701700000005
2012-12-07,1,24,14067.103499999996
2012-12-07,1,25,11829.609900000003
2012-12-07,1,26,8197.836399999998
2012-12-07,1,27,5313.765300000005
2012-12-07,1,28,778.6137999999999
2012-12-07,1,29,9849.853899999998
2012-12-07,1,30,2434.3169
2012-12-07,1,31,4858.620799999999
2012-12-07,1,32,28106.349399999985
2012-12-07,1,33,21544.519100000005
2012-12-07,1,34,12928.199500000002
2012-12-07,1,35,2796.938899999999
2012-12-07,1,36,1966.027500000001
2012-12-07,1,37,2774.884399999999
2012-12-07,1,38,81606.05320000002
2012-12-07,1,40,61985.337699999975
2012-12-07,1,41,1450.3534000000009
2012-12-07,1,42,7081.601299999998
2012-12-07,1,44,6949.261199999997
2012-12-07,1,45,19.344800000000017
2012-12-07,1,46,39343.54119999998
2012-12-07,1,48,2207.8398
2012-12-07,1,49,10047.272899999996
2012-12-07,1,52,2792.9752000000008
2012-12-07,1,54,58.87380000000007
2012-12-07,1,55,20081.944100000004
2012-12-07,1,56,1698.8244999999997
2012-12-07,1,58,4164.5985
2012-12-07,1,59,5224.4657
2012-12-07,1,60,1508.279999999999
2012-12-07,1,67,9459.398100000006
2012-12-07,1,71,2658.617200000001
2012-12-07,1,72,58079.498
2012-12-07,1,74,10167.2078
2012-12-07,1,79,41682.54510000001
2012-12-07,1,80,20684.17460000001
2012-12-07,1,81,32757.652000000006
2012-12-07,1,82,43373.33880000003
2012-12-07,1,83,6081.766300000001
2012-12-07,1,85,6066.206100000009
2012-12-07,1,87,57954.9022
2012-12-07,1,90,94957.32770000004
2012-12-07,1,91,71234.68150000002
2012-12-07,1,92,100000.0
2012-12-07,1,93,84762.65139999994
2012-12-07,1,94,60646.32380000003
2012-12-07,1,95,100000.0
2012-12-07,1,96,34843.08399999997
2012-12-07,1,97,37444.626899999974
2012-12-07,1,98,13732.661400000008
2012-12-07,1,99,1484.8609000000004
2012-12-14,1,1,45002.376799999976
2012-12-14,1,2,48968.74109999998
2012-12-14,1,3,12414.478499999996
2012-12-14,1,4,38574.11960000003
2012-12-14,1,5,43439.696500000035
2012-12-14,1,6,7604.551700000007
2012-12-14,1,7,61695.36389999997
2012-12-14,1,8,36609.1667
2012-12-14,1,9,29192.26780000002
2012-12-14,1,10,30228.76599999998
2012-12-14,1,11,29859.155700000018
2012-12-14,1,12,7845.116199999998
2012-12-14,1,13,36546.9454
2012-12-14,1,14,26043.591100000012
2012-12-14,1,16,5185.526400000001
2012-12-14,1,17,11043.709100000002
2012-12-14,1,18,32707.695900000006
2012-12-14,1,19,1422.2077999999995
2012-12-14,1,20,3203.2765000000004
2012-12-14,1,21,9362.121700000002
2012-12-14,1,22,11044.749099999999
2012-12-14,1,23,33537.43839999999
2012-12-14,1,24,10910.680599999994
2012-12-14,1,25,11380.959600000007
2012-12-14,1,26,8281.085799999993
2012-12-14,1,27,3035.6016000000004
2012-12-14,1,28,766.2431000000003
2012-12-14,1,29,7273.5905
2012-12-14,1,30,2360.8097000000002
2012-12-14,1,31,3866.649699999999
2012-12-14,1,32,15079.821500000004
2012-12-14,1,33,10419.0715
2012-12-14,1,34,13475.606199999997
2012-12-14,1,35,2750.7657999999997
2012-12-14,1,36,2592.2011999999995
2012-12-14,1,37,2449.3458
2012-12-14,1,38,77541.489
2012-12-14,1,40,60768.29339999999
2012-12-14,1,41,1489.0873000000004
2012-12-14,1,42,6791.853000000003
2012-12-14,1,44,6848.2444
2012-12-14,1,46,30424.045000000006
2012-12-14,1,48,2156.98
2012-12-14,1,49,9691.986599999997
2012-12-14,1,52,2909.6858000000007
2012-12-14,1,54,61.175000000000075
2012-12-14,1,55,20789.853600000006
2012-12-14,1,56,1546.1199999999985
2012-12-14,1,58,4359.56
2012-12-14,1,59,4005.742700000001
2012-12-14,1,60,1432.3439999999996
2012-12-14,1,67,9084.353300000006
2012-12-14,1,71,2506.6135999999988
2012-12-14,1,72,57490.29330000003
2012-12-14,1,74,9673.851400000001
2012-12-14,1,79,33132.868200000026
2012-12-14,1,80,19361.98710000001
2012-12-14,1,81,30836.444799999994
2012-12-14,1,82,30928.10459999999
2012-12-14,1,83,5837.525399999998
2012-12-14,1,85,5887.105800000006
2012-12-14,1,87,47473.77570000001
2012-12-14,1,90,93980.75640000004
2012-12-14,1,91,67927.98839999997
2012-12-14,1,92,100000.0
2012-12-14,1,93,78102.6705
2012-12-14,1,94,57688.87120000003
2012-12-14,1,95,100000.0
2012-12-14,1,96,31475.97929999999
2012-12-14,1,97,36838.18430000001
2012-12-14,1,98,14688.724700000006
2012-12-14,1,99,986.3523000000001
2012-12-21,1,1,61290.07260000003
2012-12-21,1,2,56023.79090000003
2012-12-21,1,3,12959.7178
2012-12-21,1,4,40505.93680000003
2012-12-21,1,5,69235.31730000005
2012-12-21,1,6,14400.324200000006
2012-12-21,1,7,84994.53729999998
2012-12-21,1,8,47814.27979999999
2012-12-21,1,9,35346.32099999999
2012-12-21,1,10,30879.158899999977
2012-12-21,1,11,29548.369100000007
2012-12-21,1,12,9832.486700000005
2012-12-21,1,13,36698.89700000001
2012-12-21,1,14,47563.481499999994
2012-12-21,1,16,6062.392300000001
2012-12-21,1,17,18739.891699999993
2012-12-21,1,18,42204.54279999998
2012-12-21,1,19,2105.9872999999993
2012-12-21,1,20,4037.1713
2012-12-21,1,21,11101.202099999995
2012-12-21,1,22,13550.688399999994
2012-12-21,1,23,50408.31729999999
2012-12-21,1,24,13685.035599999992
2012-12-21,1,25,13184.663000000002
2012-12-21,1,26,9725.341799999995
2012-12-21,1,27,5619.311299999998
2012-12-21,1,28,877.5669000000001
2012-12-21,1,29,11540.38909999999
2012-12-21,1,30,2234.874100000002
2012-12-21,1,31,5726.449299999999
2012-12-21,1,32,47074.265999999974
2012-12-21,1,33,18557.567799999993
2012-12-21,1,34,13582.163800000002
2012-12-21,1,35,3023.9844999999996
2012-12-21,1,36,3425.0444999999995
2012-12-21,1,37,2737.5211
2012-12-21,1,38,71618.21450000005
2012-12-21,1,40,60250.628499999984
2012-12-21,1,41,2233.4317000000005
2012-12-21,1,42,7088.437299999999
2012-12-21,1,44,7218.905200000003
2012-12-21,1,46,49031.03209999996
2012-12-21,1,47,-148.25480000000005
2012-12-21,1,48,2899.202
2012-12-21,1,49,9641.507699999998
2012-12-21,1,52,2773.1848999999997
2012-12-21,1,54,60.232600000000026
2012-12-21,1,55,23071.4402
2012-12-21,1,56,1092.7584999999997
2012-12-21,1,58,3880.9896999999996
2012-12-21,1,59,9388.6086
2012-12-21,1,60,1502.6880000000006
2012-12-21,1,67,12448.0266
2012-12-21,1,71,3010.2805
2012-12-21,1,72,67211.83630000002
2012-12-21,1,74,12546.037099999998
2012-12-21,1,79,31990.78840000003
2012-12-21,1,80,19844.084400000025
2012-12-21,1,81,30195.699599999996
2012-12-21,1,82,52201.737900000066
2012-12-21,1,83,5687.271299999997
2012-12-21,1,85,7216.15670000001
2012-12-21,1,87,47872.91559999999
2012-12-21,1,90,91238.28120000001
2012-12-21,1,91,64209.97589999994
2012-12-21,1,92,100000.0
2012-12-21,1,93,80453.71519999999
2012-12-21,1,94,65203.93450000003
2012-12-21,1,95,100000.0
2012-12-21,1,96,35861.22819999998
2012-12-21,1,97,36899.6402
2012-12-21,1,98,16566.044900000015
2012-12-21,1,99,1462.4870999999996
2012-12-28,1,1,20481.480000000014
2012-12-28,1,2,47831.347200000004
2012-12-28,1,3,10624.993299999998
2012-12-28,1,4,39377.91070000005
2012-12-28,1,5,60054.65419999999
2012-12-28,1,6,15431.416400000011
2012-12-28,1,7,48537.802899999944
2012-12-28,1,8,36205.50639999998
2012-12-28,1,9,33571.364199999996
2012-12-28,1,10,31857.735899999974
2012-12-28,1,11,26102.3453
2012-12-28,1,12,8152.994299999999
2012-12-28,1,13,36134.24700000002
2012-12-28,1,14,36230.14280000001
2012-12-28,1,16,5167.968100000002
2012-12-28,1,17,12277.801699999995
2012-12-28,1,18,16400.57560000001
2012-12-28,1,19,2083.0172000000002
2012-12-28,1,20,4349.998000000005
2012-12-28,1,21,8357.1654
2012-12-28,1,22,13630.6014
2012-12-28,1,23,27244.68850000001
2012-12-28,1,24,12986.466999999995
2012-12-28,1,25,11771.959000000006
2012-12-28,1,26,9663.215499999997
2012-12-28,1,27,2524.4901999999984
2012-12-28,1,28,758.2628000000001
2012-12-28,1,29,7668.035699999994
2012-12-28,1,30,2419.2193
2012-12-28,1,31,2388.6184999999996
2012-12-28,1,32,11467.96829999999
2012-12-28,1,33,5438.3393
2012-12-28,1,34,11814.9798
2012-12-28,1,35,2725.3989999999994
2012-12-28,1,36,2946.6189999999997
2012-12-28,1,37,2683.2307000000014
2012-12-28,1,38,68996.11630000002
2012-12-28,1,40,58038.50009999996
2012-12-28,1,41,2228.3770000000004
2012-12-28,1,42,7116.524800000005
2012-12-28,1,44,6656.187499999999
2012-12-28,1,46,26251.7938
2012-12-28,1,48,2669.9422999999997
2012-12-28,1,49,11245.996999999996
2012-12-28,1,52,2663.1169999999984
2012-12-28,1,54,65.86980000000003
2012-12-28,1,55,36642.57390000002
2012-12-28,1,56,764.3973000000001
2012-12-28,1,58,3739.09
2012-12-28,1,59,5917.952800000002
2012-12-28,1,60,809.0020000000003
2012-12-28,1,67,8665.927599999992
2012-12-28,1,71,3965.2034000000044
2012-12-28,1,72,83976.1196
2012-12-28,1,74,13903.128499999997
2012-12-28,1,79,29529.74760000003
2012-12-28,1,80,17778.718800000013
2012-12-28,1,81,28543.15189999997
2012-12-28,1,82,35070.33909999997
2012-12-28,1,83,5011.915999999998
2012-12-28,1,85,4798.798399999996
2012-12-28,1,87,48108.7151
2012-12-28,1,90,85450.43359999999
2012-12-28,1,91,55639.74079999996
2012-12-28,1,92,100000.0
2012-12-28,1,93,58730.04579999999
2012-12-28,1,94,53680.90809999999
2012-12-28,1,95,96208.19250000006
2012-12-28,1,96,36355.64729999998
2012-12-28,1,97,33163.64540000001
2012-12-28,1,98,15822.286100000012
2012-12-28,1,99,460.2762000000001
2013-01-04,1,1,17229.87299999999
2013-01-04,1,2,46387.456999999995
2013-01-04,1,3,12579.452400000002
2013-01-04,1,4,37789.382300000034
2013-01-04,1,5,24923.100100000018
2013-01-04,1,6,2589.741299999999
2013-01-04,1,7,11822.1532
2013-01-04,1,8,38857.96450000002
2013-01-04,1,9,17791.56249999999
2013-01-04,1,10,26742.039200000003
2013-01-04,1,11,24548.534200000027
2013-01-04,1,12,7937.5877999999975
2013-01-04,1,13,39892.99469999998
2013-01-04,1,14,15020.988399999991
2013-01-04,1,16,6255.373499999995
2013-01-04,1,17,8668.690900000005
2013-01-04,1,18,6692.7559
2013-01-04,1,19,858.4854000000005
2013-01-04,1,20,3415.1591000000003
2013-01-04,1,21,7407.443400000005
2013-01-04,1,22,8345.879599999997
2013-01-04,1,23,17605.5039
2013-01-04,1,24,5862.041499999999
2013-01-04,1,25,6708.210499999999
2013-01-04,1,26,4437.519099999998
2013-01-04,1,27,1939.1119
2013-01-04,1,28,749.1913999999996
2013-01-04,1,29,4989.243700000001
2013-01-04,1,30,2674.3084000000003
2013-01-04,1,31,3042.4889000000026
2013-01-04,1,32,4360.3978000000025
2013-01-04,1,33,4042.5175000000004
2013-01-04,1,34,8362.7906
2013-01-04,1,35,2031.0707000000011
2013-01-04,1,36,1230.4875000000004
2013-01-04,1,37,3200.373400000003
2013-01-04,1,38,89795.56009999996
2013-01-04,1,40,64874.07589999998
2013-01-04,1,41,430.5558000000001
2013-01-04,1,42,7662.9264000000085
2013-01-04,1,44,4249.378100000004
2013-01-04,1,46,16437.084499999994
2013-01-04,1,48,700.65
2013-01-04,1,49,10795.903199999995
2013-01-04,1,52,1727.2980999999986
2013-01-04,1,54,32.822600000000016
2013-01-04,1,55,12107.0079
2013-01-04,1,56,919.1493999999994
2013-01-04,1,58,2110.7455
2013-01-04,1,59,502.04600000000045
2013-01-04,1,60,1267.7440000000006
2013-01-04,1,67,6302.5742
2013-01-04,1,71,2752.508599999999
2013-01-04,1,72,41384.596199999985
2013-01-04,1,74,12145.8295
2013-01-04,1,79,42748.46839999997
2013-01-04,1,80,18209.95790000001
2013-01-04,1,81,30516.65790000001
2013-01-04,1,82,20713.200999999997
2013-01-04,1,83,6197.608600000001
2013-01-04,1,85,3192.351099999997
2013-01-04,1,87,60860.96260000004
2013-01-04,1,90,86642.33909999997
2013-01-04,1,91,67409.63110000003
2013-01-04,1,92,100000.0
2013-01-04,1,93,75854.292
2013-01-04,1,94,63928.27110000004
2013-01-04,1,95,99770.95689999999
2013-01-04,1,96,30296.260499999997
2013-01-04,1,97,36074.53220000001
2013-01-04,1,98,12156.388
2013-01-11,1,1,17305.918599999975
2013-01-11,1,2,45203.845199999996
2013-01-11,1,3,13075.298100000004
2013-01-11,1,4,36220.48510000002
2013-01-11,1,5,23000.091099999998
2013-01-11,1,6,2836.7933000000007
2013-01-11,1,7,10676.0847
2013-01-11,1,8,36125.332400000014
2013-01-11,1,9,17308.888500000005
2013-01-11,1,10,26629.190900000012
2013-01-11,1,11,23646.76149999999
2013-01-11,1,12,8150.538799999994
2013-01-11,1,13,38154.03480000001
2013-01-11,1,14,15321.53929999999
2013-01-11,1,16,7121.260299999998
2013-01-11,1,17,8957.83950000001
2013-01-11,1,18,3424.034000000001
2013-01-11,1,19,773.6247000000004
2013-01-11,1,20,3877.1675000000037
2013-01-11,1,21,7403.3687
2013-01-11,1,22,8443.74059999999
2013-01-11,1,23,16417.51899999999
2013-01-11,1,24,4006.887200000002
2013-01-11,1,25,6421.346799999996
2013-01-11,1,26,4308.1453999999985
